Title,Description,label
Perfect mango lassi,This delicious mango and yoghurt lassi with a hint of cardamom is great for extinguishing the fire in your mouth after eating hot curries,indian
White hot chocolate with cardamom,"If you like the flavour of Indian desserts, you'll love this white hot chocolate flavoured with rose water and cardamon Very rich, very delicious",indian
Bulgur wheat pilaf with paneer cheese,"This Indian-inspired pilaf is made with bulgur wheat, carrots, raisins and paneer cheese, flavoured with cumin, coriander, ginger and garlic",indian
Tidali dal,"This dish from Sindhi cuisine is also known as Sindhi teen dal It requires three different types of dal: channa dal (split chickpeas), mung dal (spit mung beans) and urid dal (black gram lentils) Serve with rice or roti ",indian
Cobi batata bhaji (Indian fried cabbage and potato),This is a typical dish in Maharashtra Serve with rice or chapattis,indian
Boiled egg curry,"This is a quick and easy curry to make You can make the base separately and even make a chicken curry out of it Being a vegetarian who eats eggs, I often add boiled eggs and peas for myself and saute some ",indian
Gujarati kadhi (Chickpea gravy Gujarati style),I love Gujarati style kadhi (chickpea gravy) It is more watery than Punjabi kadhi and I particularly like the sweet-sourness that is typical of Gujarati cooking This kadhi is great with plain rice or khichdi,indian
Sev (Indian chickpea flour vermicelli),"To make these crunchy thin noodles called shev or sev, you need a special Indian sev maker (sev press) Sev are used as a topping on uppama, pohas and various chats or just plain by itself",indian
Shenga hindi (Dry peanut chutney),"This is a dry chutney from North Karnataka It is sprinkled on on curries, rice or dosas",indian
Pressure cooker goat curry,"A spicy, Indian-style goat curry in a fraction of the time Using a pressure cooker cuts down on the cooking time and also results in tender meat Serve over jasmine rice or with naan",indian
Quick Indian tomato chutney,This is a quick tomato chutney that you came make on a whim It goes well with many Indian dishes,indian
Baingan ka bharta (Indian aubergine caviar),"Ideally you cook the aubergine on an open gas flame, but you can also roast it in the oven at the highest possible temperature till charred",indian
Palak paneer curry,Palak paneer is an Indian curry with soft cubes of paneer cheese simmered in a spicy spinach and tomato sauce,indian
Aloo kofta (Fried Indian potato balls),These delicious potato and chickpea balls are very popular in India Asafetida is a powdered gum resin that adds a strong onion flavour to Indian dishes - look for it in Indian or health food shops or in the spice ,indian
Veal mince curry,"Quick and easy to prepare, this recipe is confirmed as a delicious keeper each time it's prepared Serve this with basmati rice and spinach, green beans or pineapple chunks",indian
Spinach and paneer curry,A very easy vegetarian curry made with spinach and creamy cubes of paneer cheese Serve with warm naan bread for scooping up the sauce,indian
Paruppu vadai (Indian split chickpea fritters),These fritters are one of the most popular snacks in Kerala,indian
Kerala fish curry,This is one of the most common methods of making fish curry in Kerala,indian
Ratalyachya purya (Deep fried sweet potato flatbreads),"These are sweet puris (Indian flatbreads) made with wheat flour, mashed sweet potatoes and jaggery",indian
Patwadi (Chickpea flour snack),Patwadi are savoury snacks popular in Maharashtrian cuisine They are made from seasoned besan flour and they are vegan and gluten free,indian
Spicy raita,"Serve this mint, green chilli and coriander raita dip alongside kebabs, curries or samosas to notch up the flavour",indian
Easy carrot halwa,"Carrot halwa is a sweet Indian dessert that's made with grated carrots, milk, raisins and cardamon",indian
Farro and lentil masala,"This Indian-inspired vegan dish with farro, lentils, carrots, celery and onion is seasoned with garam masala and will delight your tastebuds",indian
Dal makhani (Butter lentils),Lentils are simmered with tomatoes and loads of spices in this thick and buttery dal makhani that'll satisfy your craving for Indian food Serve as a side or with rice for a vegetarian dish,indian
Spicy quinoa and spinach pilaf,This spicy pilaf is flavoured with Indian spices and made with quinoa rather than rice for added protein,indian
Instant Pot® apple mango chutney,"This tasty and colourful apple mango chutney is seasoned with cinnamon, cardamom and chilli It's so simple and easy to make in an electric pressure cooker, such as an Instant Pot®",indian
Mango pana,"A refreshing mango drink that'll cool you down in the heat Like most North Indian families, our family has also been making mango pana for years We keep a fresh jug in the fridge all summer long",indian
Brown lentil dal,Vegan dal with brown lentils - not necessarily the prettiest of Indian dishes but very tasty and healthy,indian
Vegan cauliflower and avocado curry,"A very easy and quick vegan curry dish made with cauliflower, red pepper and chicory that's topped with avocado and cashews Serve with pitta breads",indian
Bharwa bhindi (Okra with spicy filling),"Bharwa bhindi, a recipe from Punjabi cuisine, are okra stuffed with a spice mix Serve with parathas or dhal and rice, or as a vegan Indian starter",indian
White pulao,"White pulao is a basic Indian rice dish mixing in a little veg Serve it with kababs, curries and chutneys Also great to use leftover rice When using uncooked rice, add 20 minutes to the total preparation time",indian
Korola bhaji (Indican stir fried bitter gourd),"Bitter gourd is an extremely healthy vegetable If its bitterness puts you off, there are things you can do to remove its bitterness",indian
Spicy mango and lime salsa,"This Indian salsa is a very to make with mango, tomatoes, red onion, chillies, fresh coriander and lime Serve with tortilla chips or as a side to barbecued fish",indian
Custard ice cream with apricots,"This is a very rich and creamy Indian-style ice cream made with custard powder, milk, fresh cream and dried apricots You don't need an ice cream maker to make it",indian
Stir fried chilli prawns,"Prawns are pan-fried and seasoned with curry leaves, turmeric, chillies and lime Simple but very flavourful I always serve this dish with chapati whenever we entertain and it has always been a crowd-pleaser",indian
Papaya lassi,Everyone knows the lassi with mango but why not try this version with papaya It's a delicious way to serve this tropical fruit Add a little cardamom to enhance the flavour,indian
Tikka masala fish curry,This is a Indian fish curry that uses mackerel but you could use any other rich and oily fish and it will be just as good,indian
Lentil curry,"This vegetarian lentil curry is delicious, especially if you prepare it a day in advance and reheat Serve curry with basmati rice or Indian bread, such as naan",indian
Cashew kheer,"In this recipe for the Indian pudding kheer, soaked and ground cashews are used as a thickener",indian
Slow cooker lamb korma,"Lamb pieces and spices are browned in butter, then cooked in a creamy sauce in the slow cooker for 6 to 8 hours on Low",indian
Mint raita,A deliciously quick and easy Indian yoghurt sauce It's made by combining yoghurt with mint and lemon juice Enjoy as a dipping sauce or serve alongside anything spicy to cool the palate,indian
Dhal curry,"A quick and easy dhal, that is cheap to make as uses herbs and spices from your spice rack and everyday items from your store cupboard Equally as good done in a slow cooker for a couple of hours",indian
